CMDLINE C:\Users\Dhuns\AppData\Local\Programs\Python\Python312\python.exe src\app.py
MEM 1648.132812 1709361736.1203
MEM 1648.132812 1709361736.2207
MEM 1648.132812 1709361736.3221
MEM 1648.132812 1709361736.4229
MEM 1648.132812 1709361736.5236
MEM 1648.132812 1709361736.6244
MEM 1648.132812 1709361736.7250
MEM 1648.132812 1709361736.8254
MEM 1648.132812 1709361736.9268
MEM 1648.132812 1709361737.0273
MEM 1648.132812 1709361737.1281
MEM 1648.132812 1709361737.2287
MEM 1648.132812 1709361737.3293
MEM 1648.132812 1709361737.4300
MEM 1648.132812 1709361737.5305
MEM 1648.132812 1709361737.6312
MEM 1648.132812 1709361737.7315
MEM 1648.132812 1709361737.8318
MEM 1648.132812 1709361737.9328
MEM 1648.132812 1709361738.0333
MEM 1648.132812 1709361738.1358
MEM 1648.132812 1709361738.2365
MEM 1648.132812 1709361738.3372
MEM 1648.132812 1709361738.4378
MEM 1648.132812 1709361738.5382
MEM 1648.132812 1709361738.6385
MEM 1648.132812 1709361738.7391
MEM 1648.132812 1709361738.8398
MEM 1648.132812 1709361738.9402
MEM 1648.132812 1709361739.0487
MEM 1648.132812 1709361739.1521
MEM 1648.132812 1709361739.2552
MEM 1648.132812 1709361739.3559
MEM 1648.132812 1709361739.4565
MEM 1648.132812 1709361739.5575
MEM 1648.132812 1709361739.6580
MEM 1648.132812 1709361739.7590
MEM 1648.132812 1709361739.8609
MEM 1648.132812 1709361739.9621
MEM 1648.132812 1709361740.0626
MEM 1648.132812 1709361740.1636
MEM 1648.132812 1709361740.2639
MEM 1648.132812 1709361740.3646
MEM 1648.132812 1709361740.4653
MEM 1648.132812 1709361740.5660
MEM 1648.132812 1709361740.6668
MEM 1648.132812 1709361740.7676
MEM 1648.132812 1709361740.8686
MEM 1648.132812 1709361740.9690
MEM 1648.132812 1709361741.0694
MEM 1648.132812 1709361741.1701
MEM 1648.132812 1709361741.2703
MEM 1648.132812 1709361741.3708
MEM 1648.132812 1709361741.4718
MEM 1648.132812 1709361741.5726
MEM 1648.132812 1709361741.6730
MEM 1648.132812 1709361741.7736
MEM 1648.132812 1709361741.8743
MEM 1648.132812 1709361741.9750
MEM 1648.132812 1709361742.0767
MEM 1648.132812 1709361742.1787
MEM 1648.132812 1709361742.2804
MEM 1648.132812 1709361742.3808
MEM 1648.132812 1709361742.4818
MEM 1648.132812 1709361742.5821
MEM 1648.132812 1709361742.6825
MEM 1648.132812 1709361742.7849
MEM 1648.132812 1709361742.8854
MEM 1648.132812 1709361742.9860
MEM 1648.132812 1709361743.0865
MEM 1648.132812 1709361743.1870
MEM 1648.132812 1709361743.2882
MEM 1648.132812 1709361743.3886
MEM 1648.132812 1709361743.4894
MEM 1648.132812 1709361743.5900
MEM 1648.132812 1709361743.6908
MEM 1648.132812 1709361743.7914
MEM 1648.132812 1709361743.8920
MEM 1648.132812 1709361743.9926
MEM 1648.132812 1709361744.0931
MEM 1648.132812 1709361744.1936
MEM 1648.132812 1709361744.2939
MEM 1648.132812 1709361744.3945
MEM 1648.132812 1709361744.4959
MEM 1648.132812 1709361744.5965
MEM 1648.132812 1709361744.6970
MEM 1648.132812 1709361744.7974
MEM 1648.132812 1709361744.8980
MEM 1648.132812 1709361744.9989
MEM 1648.132812 1709361745.1006
MEM 1648.132812 1709361745.2017
MEM 1648.132812 1709361745.3022
MEM 1648.132812 1709361745.4027
MEM 1648.132812 1709361745.5031
MEM 1648.132812 1709361745.6036
MEM 1648.132812 1709361745.7038
MEM 1648.132812 1709361745.8046
MEM 1648.132812 1709361745.9055
MEM 1648.132812 1709361746.0062
MEM 1648.132812 1709361746.1065
MEM 1648.132812 1709361746.2070
MEM 1648.132812 1709361746.3077
MEM 1648.132812 1709361746.4081
MEM 1648.132812 1709361746.5088
MEM 1648.132812 1709361746.6091
MEM 1648.132812 1709361746.7096
MEM 1648.132812 1709361746.8101
MEM 1648.132812 1709361746.9108
MEM 1648.132812 1709361747.0116
MEM 1648.132812 1709361747.1120
MEM 1648.132812 1709361747.2123
MEM 1648.132812 1709361747.3136
MEM 1648.132812 1709361747.4145
MEM 1648.132812 1709361747.5153
MEM 1648.132812 1709361747.6157
MEM 1648.132812 1709361747.7161
MEM 1648.132812 1709361747.8167
MEM 1648.132812 1709361747.9175
MEM 1648.132812 1709361748.0208
MEM 1648.132812 1709361748.1214
MEM 1648.132812 1709361748.2221
MEM 1648.132812 1709361748.3228
MEM 1648.132812 1709361748.4244
MEM 1648.132812 1709361748.5251
MEM 1648.132812 1709361748.6258
MEM 1648.132812 1709361748.7265
MEM 1648.132812 1709361748.8270
MEM 1648.132812 1709361748.9272
MEM 1648.132812 1709361749.0277
MEM 1648.132812 1709361749.1283
MEM 1648.132812 1709361749.2285
MEM 1648.132812 1709361749.3291
MEM 1648.132812 1709361749.4299
MEM 1648.132812 1709361749.5304
MEM 1648.132812 1709361749.6321
MEM 1648.132812 1709361749.7335
MEM 1648.132812 1709361749.8356
MEM 1648.132812 1709361749.9359
MEM 1648.132812 1709361750.0365
MEM 1648.132812 1709361750.1372
MEM 1648.132812 1709361750.2382
MEM 1648.132812 1709361750.3388
MEM 1648.132812 1709361750.4393
MEM 1648.132812 1709361750.5398
MEM 1648.132812 1709361750.6405
MEM 1648.132812 1709361750.7412
MEM 1648.132812 1709361750.8417
MEM 1648.132812 1709361750.9424
MEM 1648.132812 1709361751.0440
MEM 1648.132812 1709361751.1444
MEM 1648.132812 1709361751.2451
MEM 1648.132812 1709361751.3456
MEM 1648.132812 1709361751.4467
MEM 1648.132812 1709361751.5473
MEM 1648.132812 1709361751.6480
MEM 1648.132812 1709361751.7484
MEM 1648.132812 1709361751.8493
MEM 1648.132812 1709361751.9498
MEM 1648.132812 1709361752.0508
MEM 1648.132812 1709361752.1509
MEM 1648.132812 1709361752.2515
MEM 1648.132812 1709361752.3521
MEM 1648.132812 1709361752.4526
MEM 1648.132812 1709361752.5531
MEM 1648.132812 1709361752.6535
MEM 1648.132812 1709361752.7539
MEM 1648.132812 1709361752.8548
MEM 1648.132812 1709361752.9552
MEM 1648.132812 1709361753.0556
MEM 1648.132812 1709361753.1565
MEM 1648.132812 1709361753.2576
MEM 1648.132812 1709361753.3594
MEM 1648.132812 1709361753.4596
MEM 1648.132812 1709361753.5604
MEM 1648.132812 1709361753.6612
MEM 1648.132812 1709361753.7616
MEM 1648.132812 1709361753.8622
MEM 1648.132812 1709361753.9630
MEM 1648.132812 1709361754.0639
MEM 1648.132812 1709361754.1646
MEM 1648.132812 1709361754.2652
MEM 1648.132812 1709361754.3660
MEM 1648.132812 1709361754.4665
MEM 1648.132812 1709361754.5672
MEM 1648.132812 1709361754.6689
MEM 1648.132812 1709361754.7694
MEM 1648.132812 1709361754.8697
MEM 1648.132812 1709361754.9701
MEM 1648.132812 1709361755.0710
MEM 1648.132812 1709361755.1715
MEM 1648.132812 1709361755.2719
MEM 1648.132812 1709361755.3727
MEM 1648.132812 1709361755.4735
MEM 1648.132812 1709361755.5741
MEM 1648.132812 1709361755.6746
MEM 1648.132812 1709361755.7753
MEM 1648.132812 1709361755.8757
MEM 1648.132812 1709361755.9836
MEM 1648.132812 1709361756.0891
MEM 1648.132812 1709361756.1909
MEM 1648.132812 1709361756.2916
MEM 1648.132812 1709361756.3919
MEM 1648.132812 1709361756.4924
MEM 1648.132812 1709361756.5930
MEM 1648.132812 1709361756.6937
MEM 1648.132812 1709361756.7944
MEM 1648.132812 1709361756.8949
MEM 1648.132812 1709361756.9953
MEM 1648.132812 1709361757.0961
MEM 1648.132812 1709361757.1968
MEM 1648.132812 1709361757.2970
MEM 1648.132812 1709361757.3977
MEM 1648.132812 1709361757.4985
MEM 1648.132812 1709361757.5990
MEM 1648.132812 1709361757.6995
MEM 1648.132812 1709361757.8003
MEM 1648.132812 1709361757.9009
MEM 1648.132812 1709361758.0013
MEM 1648.132812 1709361758.1017
MEM 1648.132812 1709361758.2020
MEM 1648.132812 1709361758.3027
MEM 1648.132812 1709361758.4030
MEM 1648.132812 1709361758.5034
MEM 1648.132812 1709361758.6051
MEM 1648.132812 1709361758.7094
MEM 1648.132812 1709361758.8099
MEM 1648.132812 1709361758.9144
MEM 1648.132812 1709361759.0155
MEM 1648.132812 1709361759.1162
MEM 1648.132812 1709361759.2167
MEM 1648.132812 1709361759.3179
MEM 1648.132812 1709361759.4184
MEM 1648.132812 1709361759.5186
MEM 1648.132812 1709361759.6192
MEM 1648.132812 1709361759.7197
MEM 1648.132812 1709361759.8200
MEM 1648.132812 1709361759.9204
MEM 1648.132812 1709361760.0210
MEM 1648.132812 1709361760.1218
MEM 1648.132812 1709361760.2220
MEM 1648.132812 1709361760.3226
MEM 1648.132812 1709361760.4230
MEM 1648.132812 1709361760.5239
MEM 1648.132812 1709361760.6245
MEM 1648.132812 1709361760.7251
MEM 1648.132812 1709361760.8255
MEM 1648.132812 1709361760.9264
MEM 1648.132812 1709361761.0272
MEM 1648.132812 1709361761.1278
MEM 1648.132812 1709361761.2281
MEM 1648.132812 1709361761.3290
MEM 1648.132812 1709361761.4294
MEM 1648.132812 1709361761.5303
MEM 1648.132812 1709361761.6489
MEM 1648.132812 1709361761.7498
MEM 1648.132812 1709361761.8503
MEM 1648.132812 1709361761.9509
MEM 1648.132812 1709361762.0518
MEM 1648.132812 1709361762.1521
MEM 1648.132812 1709361762.2532
MEM 1648.132812 1709361762.3535
MEM 1648.132812 1709361762.4538
MEM 1648.132812 1709361762.5547
MEM 1648.132812 1709361762.6553
MEM 1648.132812 1709361762.7560
MEM 1648.132812 1709361762.8563
MEM 1648.132812 1709361762.9567
MEM 1648.132812 1709361763.0569
MEM 1648.132812 1709361763.1576
MEM 1648.132812 1709361763.2582
MEM 1648.132812 1709361763.3586
MEM 1648.132812 1709361763.4592
MEM 1648.132812 1709361763.5594
MEM 1648.132812 1709361763.6604
MEM 1648.132812 1709361763.7611
MEM 1648.132812 1709361763.8618
MEM 1648.132812 1709361763.9623
MEM 1648.132812 1709361764.0629
MEM 1648.132812 1709361764.1634
MEM 1648.132812 1709361764.2636
MEM 1648.132812 1709361764.3641
MEM 1648.132812 1709361764.4644
MEM 1648.132812 1709361764.5647
MEM 1648.132812 1709361764.6657
MEM 1648.132812 1709361764.7659
MEM 1648.132812 1709361764.8662
MEM 1648.132812 1709361764.9666
MEM 1648.132812 1709361765.0691
MEM 1648.132812 1709361765.1715
MEM 1648.132812 1709361765.2725
MEM 1648.132812 1709361765.3728
MEM 1648.132812 1709361765.4738
MEM 1648.132812 1709361765.5746
MEM 1648.132812 1709361765.6753
MEM 1648.132812 1709361765.7760
MEM 1648.132812 1709361765.8769
MEM 1648.132812 1709361765.9776
MEM 1648.132812 1709361766.0782
MEM 1648.132812 1709361766.1785
MEM 1648.132812 1709361766.2792
MEM 1648.132812 1709361766.3800
MEM 1648.132812 1709361766.4810
MEM 1648.132812 1709361766.5817
MEM 1648.132812 1709361766.6825
MEM 1648.132812 1709361766.7891
MEM 1648.132812 1709361766.8901
MEM 1648.132812 1709361766.9908
MEM 1648.132812 1709361767.0914
MEM 1648.132812 1709361767.1922
MEM 1648.132812 1709361767.2927
MEM 1648.132812 1709361767.3990
MEM 1648.132812 1709361767.5049
MEM 1648.132812 1709361767.6056
MEM 1648.132812 1709361767.7068
MEM 1648.132812 1709361767.8075
MEM 1648.132812 1709361767.9082
MEM 1648.132812 1709361768.0089
MEM 1648.132812 1709361768.1094
MEM 1648.132812 1709361768.2102
MEM 1648.132812 1709361768.3125
MEM 1648.132812 1709361768.4130
MEM 1648.132812 1709361768.5144
MEM 1648.132812 1709361768.6147
MEM 1648.132812 1709361768.7153
MEM 1648.132812 1709361768.8160
MEM 1648.132812 1709361768.9165
MEM 1648.132812 1709361769.0171
MEM 1648.132812 1709361769.1179
MEM 1648.132812 1709361769.2186
MEM 1648.132812 1709361769.3193
MEM 1648.132812 1709361769.4199
MEM 1648.132812 1709361769.5206
MEM 1648.132812 1709361769.6212
MEM 1648.132812 1709361769.7218
MEM 1648.132812 1709361769.8223
MEM 1648.132812 1709361769.9228
MEM 1648.132812 1709361770.0233
MEM 1648.132812 1709361770.1241
MEM 1648.132812 1709361770.2244
MEM 1648.132812 1709361770.3249
MEM 1648.132812 1709361770.4252
MEM 1648.132812 1709361770.5257
MEM 1648.132812 1709361770.6262
MEM 1648.132812 1709361770.7267
MEM 1648.132812 1709361770.8274
MEM 1648.132812 1709361770.9280
MEM 1648.132812 1709361771.0287
MEM 1648.132812 1709361771.1292
MEM 1648.132812 1709361771.2297
MEM 1648.132812 1709361771.3309
MEM 1648.132812 1709361771.4316
MEM 1648.132812 1709361771.5335
MEM 1648.132812 1709361771.6388
MEM 1648.132812 1709361771.7418
MEM 1648.132812 1709361771.8430
MEM 1648.132812 1709361771.9436
MEM 1648.132812 1709361772.0440
MEM 1648.132812 1709361772.1445
MEM 1648.132812 1709361772.2449
MEM 1648.132812 1709361772.3454
MEM 1648.132812 1709361772.4458
MEM 1648.132812 1709361772.5463
MEM 1648.132812 1709361772.6469
MEM 1648.132812 1709361772.7488
MEM 1648.132812 1709361772.8522
MEM 1648.132812 1709361772.9525
MEM 1648.132812 1709361773.0528
MEM 1648.132812 1709361773.1531
MEM 1648.132812 1709361773.2588
MEM 1648.132812 1709361773.3597
MEM 1648.132812 1709361773.4601
MEM 1648.132812 1709361773.5603
MEM 1648.132812 1709361773.6606
MEM 1648.132812 1709361773.7610
MEM 1648.132812 1709361773.8615
MEM 1648.132812 1709361773.9622
MEM 1648.132812 1709361774.0627
MEM 1648.132812 1709361774.1634
MEM 1648.132812 1709361774.2643
MEM 1648.132812 1709361774.3651
MEM 1648.132812 1709361774.4656
MEM 1648.132812 1709361774.5663
MEM 1648.132812 1709361774.6670
MEM 1648.132812 1709361774.7675
MEM 1648.132812 1709361774.8694
MEM 1648.132812 1709361774.9701
MEM 1648.132812 1709361775.0717
MEM 1648.132812 1709361775.1721
MEM 1648.132812 1709361775.2728
MEM 1648.132812 1709361775.3736
MEM 1648.132812 1709361775.4739
MEM 1648.132812 1709361775.5745
MEM 1648.132812 1709361775.6750
MEM 1648.132812 1709361775.7758
MEM 1648.132812 1709361775.8763
MEM 1648.132812 1709361775.9768
MEM 1648.132812 1709361776.0771
MEM 1648.132812 1709361776.1780
MEM 1648.132812 1709361776.2878
MEM 1648.132812 1709361776.3892
MEM 1648.132812 1709361776.4899
MEM 1648.132812 1709361776.5904
MEM 1648.132812 1709361776.6908
MEM 1648.132812 1709361776.7915
MEM 1648.132812 1709361776.8922
MEM 1648.132812 1709361776.9926
MEM 1648.132812 1709361777.0932
MEM 1648.132812 1709361777.1936
MEM 1648.132812 1709361777.2943
MEM 1648.132812 1709361777.3957
MEM 1648.132812 1709361777.4965
MEM 1648.132812 1709361777.5974
MEM 1648.132812 1709361777.6979
MEM 1648.132812 1709361777.7984
MEM 1648.132812 1709361777.8991
MEM 1648.132812 1709361777.9997
MEM 1648.132812 1709361778.1002
MEM 1648.132812 1709361778.2010
MEM 1648.132812 1709361778.3015
MEM 1648.132812 1709361778.4028
MEM 1648.132812 1709361778.5038
MEM 1648.132812 1709361778.6045
MEM 1648.132812 1709361778.7053
MEM 1648.132812 1709361778.8057
MEM 1648.132812 1709361778.9091
MEM 1648.132812 1709361779.0123
MEM 1648.132812 1709361779.1128
MEM 1648.132812 1709361779.2133
MEM 1648.132812 1709361779.3138
MEM 1648.132812 1709361779.4144
MEM 1648.132812 1709361779.5150
MEM 1648.132812 1709361779.6161
MEM 1648.132812 1709361779.7170
MEM 1648.132812 1709361779.8174
MEM 1648.132812 1709361779.9177
MEM 1648.132812 1709361780.0185
MEM 1648.132812 1709361780.1189
MEM 1648.132812 1709361780.2196
MEM 1648.132812 1709361780.3211
MEM 1648.132812 1709361780.4216
MEM 1648.132812 1709361780.5223
MEM 1648.121094 1709361780.6423
MEM 1648.121094 1709361780.7429
MEM 1648.121094 1709361780.8436
MEM 1648.121094 1709361780.9442
MEM 1648.121094 1709361781.0591
MEM 1648.121094 1709361781.1790
MEM 1648.121094 1709361781.2796
MEM 1648.121094 1709361781.3799
MEM 1648.121094 1709361781.4814
MEM 1648.121094 1709361781.5817
MEM 1648.121094 1709361781.6822
MEM 1648.121094 1709361781.7828
MEM 1648.121094 1709361781.8850
MEM 1647.531250 1709361781.9857
MEM 1647.531250 1709361782.0862
MEM 1647.531250 1709361782.1868
MEM 1647.531250 1709361782.2870
MEM 1647.531250 1709361782.3874
MEM 1647.531250 1709361782.4882
MEM 1647.531250 1709361782.5887
MEM 1647.531250 1709361782.6895
MEM 1647.531250 1709361782.7919
MEM 1647.531250 1709361782.8928
MEM 1647.531250 1709361782.9930
MEM 1647.531250 1709361783.0939
MEM 1647.531250 1709361783.1945
MEM 1647.531250 1709361783.2948
MEM 1647.531250 1709361783.3951
MEM 1647.531250 1709361783.4959
MEM 1647.531250 1709361783.5963
MEM 1647.531250 1709361783.6969
MEM 1647.531250 1709361783.7976
MEM 1647.531250 1709361783.8983
MEM 1647.531250 1709361783.9988
MEM 1647.531250 1709361784.0994
MEM 1647.531250 1709361784.2006
MEM 1647.531250 1709361784.3010
MEM 1647.531250 1709361784.4018
MEM 1647.531250 1709361784.5023
MEM 1647.531250 1709361784.6030
MEM 1647.531250 1709361784.7036
MEM 1647.531250 1709361784.8040
MEM 1647.531250 1709361784.9046
MEM 1647.531250 1709361785.0051
MEM 1647.531250 1709361785.1060
MEM 1647.531250 1709361785.2068
MEM 1647.531250 1709361785.3168
MEM 1647.531250 1709361785.4170
MEM 1647.531250 1709361785.5174
MEM 1647.531250 1709361785.6178
MEM 1647.531250 1709361785.7184
MEM 1647.531250 1709361785.8192
MEM 1647.531250 1709361785.9195
MEM 1647.531250 1709361786.0199
MEM 1647.531250 1709361786.1205
MEM 1647.531250 1709361786.2213
MEM 1647.531250 1709361786.3223
MEM 1647.531250 1709361786.4229
MEM 1647.531250 1709361786.5235
MEM 1647.531250 1709361786.6242
MEM 1647.531250 1709361786.7247
MEM 1647.531250 1709361786.8257
MEM 1647.531250 1709361786.9263
MEM 1647.531250 1709361787.0269
