CMDLINE C:\Users\Dhuns\AppData\Local\Programs\Python\Python312\python.exe src\app.py
MEM 1630.406250 1709361688.0702
MEM 1630.406250 1709361688.1706
MEM 1630.406250 1709361688.2713
MEM 1630.406250 1709361688.3729
MEM 1630.406250 1709361688.4743
MEM 1630.406250 1709361688.5749
MEM 1630.406250 1709361688.6755
MEM 1630.406250 1709361688.7790
MEM 1630.406250 1709361688.8824
MEM 1630.406250 1709361688.9831
MEM 1630.406250 1709361689.0834
MEM 1630.406250 1709361689.1838
MEM 1630.406250 1709361689.2841
MEM 1630.406250 1709361689.3846
MEM 1630.406250 1709361689.4849
MEM 1630.406250 1709361689.6251
MEM 1630.406250 1709361689.7262
MEM 1630.406250 1709361689.8269
MEM 1630.406250 1709361689.9276
MEM 1630.406250 1709361690.0297
MEM 1630.406250 1709361690.1304
MEM 1630.406250 1709361690.2311
MEM 1630.406250 1709361690.3345
MEM 1630.406250 1709361690.4352
MEM 1630.406250 1709361690.5359
MEM 1630.406250 1709361690.6361
MEM 1630.406250 1709361690.7364
MEM 1630.406250 1709361690.8370
MEM 1630.406250 1709361690.9374
MEM 1630.406250 1709361691.0378
MEM 1630.406250 1709361691.1383
MEM 1632.242188 1709361691.2408
MEM 1632.242188 1709361691.3419
MEM 1632.242188 1709361691.4426
MEM 1632.242188 1709361691.5443
MEM 1632.242188 1709361691.6448
MEM 1632.242188 1709361691.7454
MEM 1632.242188 1709361691.8457
MEM 1632.242188 1709361691.9463
MEM 1632.242188 1709361692.0469
MEM 1632.242188 1709361692.1472
MEM 1632.242188 1709361692.2478
MEM 1632.242188 1709361692.3484
MEM 1632.242188 1709361692.4488
MEM 1632.242188 1709361692.5490
MEM 1632.242188 1709361692.6492
MEM 1632.242188 1709361692.7497
MEM 1632.242188 1709361692.8501
MEM 1632.242188 1709361692.9507
MEM 1632.242188 1709361693.0514
MEM 1632.242188 1709361693.1517
MEM 1632.242188 1709361693.2523
MEM 1632.242188 1709361693.3528
MEM 1632.242188 1709361693.4535
MEM 1632.242188 1709361693.5542
MEM 1632.242188 1709361693.6547
MEM 1632.242188 1709361693.7555
MEM 1632.242188 1709361693.8563
MEM 1632.242188 1709361693.9565
MEM 1632.242188 1709361694.0568
MEM 1632.242188 1709361694.1577
MEM 1632.242188 1709361694.2585
MEM 1632.242188 1709361694.3604
MEM 1632.242188 1709361694.4614
MEM 1632.242188 1709361694.5620
MEM 1632.242188 1709361694.6630
MEM 1632.242188 1709361694.7641
MEM 1632.242188 1709361694.8647
MEM 1632.242188 1709361694.9652
MEM 1632.242188 1709361695.0658
MEM 1632.242188 1709361695.1671
MEM 1632.242188 1709361695.2678
MEM 1632.242188 1709361695.3688
MEM 1632.242188 1709361695.4703
MEM 1632.242188 1709361695.5706
MEM 1632.242188 1709361695.6711
MEM 1632.242188 1709361695.7728
MEM 1632.242188 1709361695.8731
MEM 1632.242188 1709361695.9737
MEM 1632.242188 1709361696.0745
MEM 1632.242188 1709361696.1751
MEM 1632.242188 1709361696.2757
MEM 1632.242188 1709361696.3762
MEM 1632.242188 1709361696.4765
MEM 1632.242188 1709361696.5774
MEM 1632.242188 1709361696.6789
MEM 1632.242188 1709361696.7797
MEM 1632.242188 1709361696.8800
MEM 1632.242188 1709361696.9809
MEM 1632.242188 1709361697.0813
MEM 1632.242188 1709361697.1819
MEM 1632.242188 1709361697.2826
MEM 1632.242188 1709361697.3834
MEM 1632.242188 1709361697.4841
MEM 1632.242188 1709361697.5849
MEM 1632.242188 1709361697.6855
MEM 1632.242188 1709361697.7861
MEM 1632.242188 1709361697.8866
MEM 1632.242188 1709361697.9872
MEM 1632.242188 1709361698.0880
MEM 1632.242188 1709361698.1887
MEM 1632.242188 1709361698.2894
MEM 1632.242188 1709361698.3900
MEM 1632.242188 1709361698.4909
MEM 1632.242188 1709361698.5915
MEM 1632.242188 1709361698.6919
MEM 1632.242188 1709361698.7937
MEM 1632.242188 1709361698.8940
MEM 1632.242188 1709361698.9946
MEM 1632.242188 1709361699.0950
MEM 1632.242188 1709361699.1974
MEM 1632.242188 1709361699.2982
MEM 1632.242188 1709361699.3987
MEM 1632.242188 1709361699.4993
MEM 1632.242188 1709361699.6001
MEM 1632.242188 1709361699.7006
MEM 1632.242188 1709361699.8011
MEM 1632.242188 1709361699.9014
MEM 1632.242188 1709361700.0017
MEM 1632.242188 1709361700.1022
MEM 1632.242188 1709361700.2027
MEM 1632.265625 1709361700.3032
MEM 1632.265625 1709361700.4039
MEM 1632.261719 1709361700.5043
MEM 1632.261719 1709361700.6051
MEM 1632.261719 1709361700.7056
MEM 1671.125000 1709361700.8304
MEM 1667.605469 1709361700.9312
MEM 1690.562500 1709361701.0476
MEM 1785.992188 1709361701.1484
MEM 1803.847656 1709361701.2490
MEM 1832.988281 1709361701.3497
MEM 1793.769531 1709361701.4536
MEM 1821.316406 1709361701.6490
MEM 1744.437500 1709361701.7701
MEM 1765.285156 1709361701.8705
MEM 1777.734375 1709361701.9739
MEM 1753.523438 1709361702.1143
MEM 1735.246094 1709361702.2469
MEM 1634.343750 1709361702.3481
MEM 1634.343750 1709361702.4489
MEM 1634.343750 1709361702.5493
MEM 1634.343750 1709361702.6498
MEM 1634.343750 1709361702.7506
MEM 1634.343750 1709361702.8512
MEM 1634.343750 1709361702.9518
MEM 1634.343750 1709361703.0526
MEM 1634.343750 1709361703.1529
MEM 1634.343750 1709361703.2535
MEM 1634.343750 1709361703.3539
MEM 1634.343750 1709361703.4546
MEM 1634.343750 1709361703.5551
MEM 1634.343750 1709361703.6556
MEM 1634.343750 1709361703.7563
MEM 1634.343750 1709361703.8569
MEM 1634.343750 1709361703.9575
MEM 1634.343750 1709361704.0581
MEM 1634.343750 1709361704.1586
MEM 1634.343750 1709361704.2592
MEM 1634.343750 1709361704.3599
MEM 1634.343750 1709361704.4602
MEM 1634.343750 1709361704.5606
MEM 1634.343750 1709361704.6614
MEM 1634.343750 1709361704.7621
MEM 1634.343750 1709361704.8629
MEM 1634.343750 1709361704.9634
MEM 1634.343750 1709361705.0643
MEM 1634.343750 1709361705.1648
MEM 1634.343750 1709361705.2655
MEM 1634.343750 1709361705.3661
MEM 1634.343750 1709361705.4674
MEM 1634.343750 1709361705.5679
MEM 1634.343750 1709361705.6688
MEM 1634.343750 1709361705.7693
MEM 1634.343750 1709361705.8711
MEM 1634.343750 1709361705.9718
MEM 1634.343750 1709361706.0723
MEM 1634.343750 1709361706.1727
MEM 1634.343750 1709361706.2732
MEM 1634.343750 1709361706.3739
MEM 1634.343750 1709361706.4743
MEM 1634.343750 1709361706.5749
MEM 1634.343750 1709361706.6758
MEM 1634.343750 1709361706.7763
MEM 1634.343750 1709361706.8768
MEM 1634.343750 1709361706.9773
MEM 1634.343750 1709361707.0780
MEM 1634.343750 1709361707.1784
MEM 1634.343750 1709361707.2797
MEM 1634.343750 1709361707.3813
MEM 1634.343750 1709361707.4822
MEM 1634.343750 1709361707.5826
MEM 1634.343750 1709361707.6832
MEM 1634.343750 1709361707.7835
MEM 1634.343750 1709361707.8839
MEM 1634.343750 1709361707.9842
MEM 1634.343750 1709361708.0850
MEM 1634.343750 1709361708.1894
MEM 1634.343750 1709361708.2900
MEM 1634.343750 1709361708.3906
MEM 1634.343750 1709361708.4914
MEM 1634.343750 1709361708.5929
MEM 1634.343750 1709361708.6936
MEM 1634.343750 1709361708.7942
MEM 1634.343750 1709361708.8951
MEM 1634.343750 1709361708.9960
MEM 1634.343750 1709361709.0968
MEM 1634.343750 1709361709.1972
MEM 1634.343750 1709361709.2980
MEM 1634.343750 1709361709.3989
MEM 1634.343750 1709361709.4995
MEM 1634.343750 1709361709.6002
MEM 1634.343750 1709361709.7009
MEM 1634.343750 1709361709.8012
MEM 1634.343750 1709361709.9016
MEM 1634.343750 1709361710.0111
MEM 1634.343750 1709361710.1124
MEM 1634.343750 1709361710.2128
MEM 1634.343750 1709361710.3135
MEM 1634.343750 1709361710.4141
MEM 1634.343750 1709361710.5144
MEM 1634.343750 1709361710.6150
MEM 1634.343750 1709361710.7156
MEM 1634.343750 1709361710.8160
MEM 1634.343750 1709361710.9167
MEM 1634.343750 1709361711.0174
MEM 1634.343750 1709361711.1180
MEM 1634.343750 1709361711.2188
MEM 1634.343750 1709361711.3211
MEM 1634.367188 1709361711.4221
MEM 1634.367188 1709361711.5225
MEM 1634.347656 1709361711.6230
MEM 1634.347656 1709361711.7235
MEM 1634.347656 1709361711.8241
MEM 1634.347656 1709361711.9247
MEM 1634.914062 1709361712.0681
MEM 1660.648438 1709361712.2137
MEM 1700.101562 1709361712.3397
MEM 1801.597656 1709361712.5081
MEM 1838.171875 1709361712.6357
MEM 1796.964844 1709361712.7779
MEM 1742.503906 1709361712.8848
MEM 1772.335938 1709361713.0241
MEM 1780.574219 1709361713.1678
MEM 1788.445312 1709361713.2877
MEM 1776.277344 1709361713.4102
MEM 1739.699219 1709361713.5107
MEM 1638.789062 1709361713.6257
MEM 1638.789062 1709361713.7261
MEM 1638.789062 1709361713.8268
MEM 1638.789062 1709361713.9273
MEM 1638.789062 1709361714.0281
MEM 1638.789062 1709361714.1288
MEM 1638.789062 1709361714.2293
MEM 1638.789062 1709361714.3299
MEM 1638.789062 1709361714.4305
MEM 1638.789062 1709361714.5309
MEM 1638.789062 1709361714.6313
MEM 1638.789062 1709361714.7334
MEM 1638.789062 1709361714.8339
MEM 1638.789062 1709361714.9347
MEM 1638.789062 1709361715.0351
MEM 1638.789062 1709361715.1356
MEM 1638.789062 1709361715.2363
MEM 1638.789062 1709361715.3370
MEM 1638.789062 1709361715.4373
MEM 1638.789062 1709361715.5381
MEM 1638.789062 1709361715.6386
MEM 1638.789062 1709361715.7394
MEM 1638.789062 1709361715.8398
MEM 1638.789062 1709361715.9404
MEM 1638.789062 1709361716.0414
MEM 1638.789062 1709361716.1421
MEM 1638.789062 1709361716.2422
MEM 1638.789062 1709361716.3431
MEM 1638.789062 1709361716.4432
MEM 1638.789062 1709361716.5436
MEM 1638.789062 1709361716.6442
MEM 1638.789062 1709361716.7448
MEM 1638.789062 1709361716.8455
MEM 1638.789062 1709361716.9460
MEM 1638.789062 1709361717.0464
MEM 1638.789062 1709361717.1468
MEM 1638.789062 1709361717.2491
MEM 1638.789062 1709361717.3506
MEM 1638.734375 1709361717.4509
MEM 1638.734375 1709361717.5513
MEM 1638.734375 1709361717.6519
MEM 1638.734375 1709361717.7522
MEM 1638.734375 1709361717.8525
MEM 1638.734375 1709361717.9530
MEM 1638.734375 1709361718.0538
MEM 1638.734375 1709361718.1544
MEM 1640.394531 1709361718.2642
MEM 1640.855469 1709361718.3654
MEM 1640.855469 1709361718.4660
MEM 1640.855469 1709361718.5665
MEM 1640.855469 1709361718.6675
MEM 1640.855469 1709361718.7680
MEM 1640.855469 1709361718.8686
MEM 1640.855469 1709361718.9692
MEM 1640.855469 1709361719.0698
MEM 1640.855469 1709361719.1977
MEM 1640.855469 1709361719.2984
MEM 1640.855469 1709361719.3989
MEM 1640.855469 1709361719.4997
MEM 1640.855469 1709361719.6007
MEM 1640.855469 1709361719.7015
MEM 1640.855469 1709361719.8023
MEM 1640.855469 1709361719.9030
MEM 1640.855469 1709361720.0037
MEM 1640.855469 1709361720.1043
MEM 1640.855469 1709361720.2052
MEM 1640.855469 1709361720.3058
MEM 1640.855469 1709361720.4063
MEM 1640.855469 1709361720.5072
MEM 1640.855469 1709361720.6078
MEM 1640.855469 1709361720.7083
MEM 1640.855469 1709361720.8093
MEM 1640.855469 1709361720.9098
MEM 1640.855469 1709361721.0104
MEM 1640.855469 1709361721.1109
MEM 1640.855469 1709361721.2117
MEM 1640.855469 1709361721.3122
MEM 1640.855469 1709361721.4129
MEM 1640.855469 1709361721.5135
MEM 1640.855469 1709361721.6138
MEM 1640.855469 1709361721.7143
MEM 1640.855469 1709361721.8150
MEM 1640.855469 1709361721.9154
MEM 1640.855469 1709361722.0161
MEM 1640.855469 1709361722.1171
MEM 1640.855469 1709361722.2176
MEM 1640.855469 1709361722.3184
MEM 1640.855469 1709361722.4192
MEM 1640.855469 1709361722.5201
MEM 1640.855469 1709361722.6209
MEM 1640.855469 1709361722.7214
MEM 1640.855469 1709361722.8220
MEM 1640.855469 1709361722.9226
MEM 1640.855469 1709361723.0234
MEM 1640.855469 1709361723.1239
MEM 1640.855469 1709361723.2245
MEM 1640.855469 1709361723.3247
MEM 1640.855469 1709361723.4254
MEM 1640.855469 1709361723.5257
MEM 1640.855469 1709361723.6260
MEM 1640.855469 1709361723.7265
MEM 1640.855469 1709361723.8271
MEM 1640.855469 1709361723.9275
MEM 1640.855469 1709361724.0290
MEM 1640.855469 1709361724.1301
MEM 1640.855469 1709361724.2304
MEM 1640.855469 1709361724.3308
MEM 1640.855469 1709361724.4314
MEM 1640.855469 1709361724.5321
MEM 1640.855469 1709361724.6329
MEM 1640.855469 1709361724.7337
MEM 1640.855469 1709361724.8343
MEM 1640.855469 1709361724.9351
MEM 1640.855469 1709361725.0357
MEM 1640.855469 1709361725.1360
MEM 1640.855469 1709361725.2363
MEM 1640.855469 1709361725.3368
MEM 1640.855469 1709361725.4370
MEM 1640.855469 1709361725.5379
MEM 1640.855469 1709361725.6385
MEM 1640.855469 1709361725.7393
MEM 1640.855469 1709361725.8401
MEM 1640.855469 1709361725.9408
MEM 1640.855469 1709361726.0412
MEM 1640.855469 1709361726.1413
MEM 1640.855469 1709361726.2418
MEM 1640.855469 1709361726.3422
MEM 1640.855469 1709361726.4427
MEM 1640.855469 1709361726.5432
MEM 1640.855469 1709361726.6668
MEM 1640.855469 1709361726.7682
MEM 1640.855469 1709361726.8687
MEM 1640.855469 1709361726.9693
MEM 1640.855469 1709361727.0699
MEM 1640.855469 1709361727.1704
MEM 1640.855469 1709361727.2712
MEM 1640.855469 1709361727.3717
MEM 1640.855469 1709361727.4723
MEM 1640.855469 1709361727.5727
MEM 1640.855469 1709361727.6730
MEM 1640.855469 1709361727.7735
MEM 1640.855469 1709361727.8741
MEM 1640.855469 1709361727.9745
MEM 1640.855469 1709361728.0750
MEM 1640.855469 1709361728.1753
MEM 1640.855469 1709361728.2761
MEM 1640.855469 1709361728.3767
MEM 1640.855469 1709361728.4771
MEM 1640.855469 1709361728.5779
MEM 1640.855469 1709361728.6785
MEM 1640.855469 1709361728.7792
MEM 1640.875000 1709361728.8796
MEM 1640.875000 1709361729.0080
MEM 1640.867188 1709361729.1087
MEM 1640.867188 1709361729.2090
MEM 1646.144531 1709361729.3092
MEM 1683.625000 1709361729.4139
MEM 1671.695312 1709361729.5550
MEM 1750.074219 1709361729.6638
MEM 1827.074219 1709361729.7779
MEM 1821.542969 1709361729.9076
MEM 1799.984375 1709361730.0283
MEM 1757.804688 1709361730.1286
MEM 1774.628906 1709361730.2369
MEM 1785.792969 1709361730.3373
MEM 1765.386719 1709361730.4377
MEM 1646.187500 1709361730.5381
MEM 1646.117188 1709361730.6385
MEM 1646.117188 1709361730.7390
MEM 1646.117188 1709361730.8395
MEM 1646.117188 1709361730.9404
MEM 1646.117188 1709361731.0407
MEM 1646.117188 1709361731.1411
MEM 1646.117188 1709361731.2416
MEM 1646.117188 1709361731.3421
MEM 1646.117188 1709361731.4430
MEM 1646.117188 1709361731.5433
MEM 1646.117188 1709361731.6440
MEM 1646.117188 1709361731.7444
MEM 1646.117188 1709361731.8451
MEM 1646.117188 1709361731.9457
MEM 1646.117188 1709361732.0463
MEM 1646.117188 1709361732.1465
MEM 1646.117188 1709361732.2473
MEM 1646.117188 1709361732.3477
MEM 1646.117188 1709361732.4488
MEM 1646.117188 1709361732.5492
MEM 1646.117188 1709361732.6503
MEM 1646.117188 1709361732.7509
MEM 1646.117188 1709361732.8516
MEM 1646.117188 1709361732.9523
MEM 1646.117188 1709361733.0527
MEM 1646.117188 1709361733.1533
MEM 1646.117188 1709361733.2541
MEM 1646.117188 1709361733.3546
MEM 1646.117188 1709361733.4551
MEM 1646.117188 1709361733.5555
MEM 1646.117188 1709361733.6563
MEM 1646.117188 1709361733.7569
MEM 1646.117188 1709361733.8575
MEM 1646.117188 1709361733.9657
MEM 1646.117188 1709361734.0662
MEM 1646.117188 1709361734.1668
MEM 1646.117188 1709361734.2717
MEM 1646.117188 1709361734.3723
MEM 1646.117188 1709361734.4730
MEM 1646.117188 1709361734.5733
MEM 1646.117188 1709361734.6739
MEM 1646.117188 1709361734.7743
MEM 1646.117188 1709361734.8747
MEM 1646.117188 1709361734.9750
MEM 1646.117188 1709361735.0762
MEM 1646.117188 1709361735.1935
MEM 1646.117188 1709361735.2938
MEM 1646.117188 1709361735.3945
MEM 1646.117188 1709361735.4951
MEM 1646.117188 1709361735.5961
MEM 1646.132812 1709361735.6972
MEM 1648.132812 1709361735.8186
MEM 1648.132812 1709361735.9195
MEM 1648.132812 1709361736.0197
